OTU ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	taxonomy
OTU434	13	10	0	0	0	0	4	6	0	0	0	0	23%|Chytridiomycota_sp|SH234055.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycota_unidentified;o_Chytridiomycota_unidentified_1;f_Chytridiomycota_unidentified_1;g_Chytridiomycota_unidentified_1_1
OTU435	0	0	1	0	0	0	0	1	0	4	10	13	66%|Clitopilus_sp_1_T_778|SH205031.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Entolomataceae;g_Clitopilus
OTU436	0	0	0	25	0	0	0	0	0	0	0	0	7%|Dothideomycetes_sp|SH190505.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Dothideomycetes_unidentified;f_Dothideomycetes_unidentified_1;g_Dothideomycetes_unidentified_1
OTU437	0	0	0	0	9	11	0	0	0	2	2	0	6%|Tremellales_sp|SH229402.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_unidentified;g_Tremellales_unidentified_1
OTU438	8	4	10	0	0	0	0	2	0	0	0	0	41%|Fungi_sp|SH230936.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU439	0	0	0	12	12	1	0	0	0	0	0	0	12%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU440	0	0	0	41	0	0	0	0	0	0	0	0	45%|Archaeorhizomycetes_sp|SH198649.06FUk_Fungi;p_Ascomycota;c_Archaeorhizomycetes;o_Archaeorhizomycetes_unidentified;f_Archaeorhizomycetes_unidentified_1;g_Archaeorhizomycetes_unidentified_1
OTU441	0	0	0	0	0	0	24	1	0	0	0	0	15%|Ramicandelaber_sp_HMH_2010b|SH237553.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU442	30	0	0	0	0	0	0	0	0	0	0	0	6%|Derxomyces_hainanensis|SH197670.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Derxomyces
OTU443	0	0	0	0	0	25	0	0	0	0	0	0	4%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU444	0	0	0	0	0	0	0	0	0	0	0	26	19%|Venturiaceae_sp|SH232828.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Venturiales;f_Venturiaceae;g_Venturiaceae_unidentified
OTU445	0	26	0	0	0	0	0	0	0	0	0	0	4%|Hortaea_sp|SH238974.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Teratosphaeriaceae;g_Hortaea
OTU446	0	0	0	0	0	0	9	15	5	0	0	0	4%|Tomentella_stuposa|SH202731.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Thelephorales;f_Thelephoraceae;g_Tomentella
OTU447	0	24	0	0	0	0	24	0	0	0	0	0	15%|Ramicandelaber_sp_HMH_2010a|SH237136.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU448	0	0	0	0	0	0	0	23	0	0	0	0	99%|Fungi_sp|SH235513.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU449	0	0	6	0	0	0	17	3	4	0	0	0	11%|Pulchromyces_fimicola|SH227367.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pulchromyces
OTU450	5	10	0	0	0	0	3	0	1	0	5	0	84%|Fungi_sp|SH193502.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU451	0	0	0	0	0	24	0	0	0	0	0	0	1%|Amanita_orientifulva|SH216634.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Amanitaceae;g_Amanita
OTU452	0	0	0	0	0	0	0	0	0	7	19	8	100%|Sordariales_sp|SH234971.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Sordariales_unidentified;g_Sordariales_unidentified_1
OTU453	0	0	0	25	0	0	0	0	0	0	0	0	100%|Lasiosphaeriaceae_sp|SH222040.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Lasiosphaeriaceae;g_Lasiosphaeriaceae_unidentified
OTU454	4	12	7	0	0	0	5	14	3	0	0	17	50%|Fungi_sp|SH230936.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU455	0	0	0	0	0	0	0	0	0	0	0	24	14%|Ramicandelaber_sp_HMH_2010b|SH237553.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU456	18	0	0	0	0	0	0	0	5	0	0	0	12%|Knufia_perforans|SH209750.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Knufia
OTU457	0	0	0	0	18	7	0	0	0	0	0	0	51%|Ascomycota_sp|SH219457.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU458	0	0	0	0	0	24	0	0	0	0	0	0	6%|Sebacinaceae_sp|SH231732.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinaceae;g_Sebacinaceae_unidentified
OTU459	0	0	0	0	0	0	0	0	0	0	0	24	22%|Nectria_aurantiaca|SH205600.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae;g_Nectria
OTU460	0	0	7	0	0	0	0	0	0	0	0	25	100%|Lasiodiplodia_margaritacea|SH207475.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Botryosphaeriales;f_Botryosphaeriaceae;g_Lasiodiplodia
OTU461	8	1	9	0	0	0	0	5	0	0	0	0	11%|Fungi_sp|SH235187.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU462	0	0	0	0	0	0	0	0	0	0	19	4	8%|Xylaria_sp_12c_co2|SH225814.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Xylariaceae;g_Xylaria
OTU463	7	9	7	0	0	0	0	0	3	0	0	0	46%|Gliomastix_tumulicola|SH219544.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Incertae_sedis_3;g_Gliomastix
OTU464	0	0	0	0	0	0	0	0	23	0	0	0	4%|Coemansia_pectinata|SH236379.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Coemansia
OTU465	0	0	0	24	0	0	0	0	0	0	0	0	8%|Pulchromyces_fimicola|SH227367.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pulchromyces
OTU466	0	0	0	0	0	0	0	0	0	0	0	25	99%|Capnodiales_sp|SH196194.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Capnodiales_unidentified;g_Capnodiales_unidentified_1
OTU467	11	2	10	0	0	0	0	0	0	1	0	0	100%|Fungi_sp|SH230936.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU468	0	0	0	0	22	0	0	0	0	0	0	0	2%|Gymnoascaceae_sp|SH215082.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Onygenales;f_Gymnoascaceae;g_Gymnoascaceae_unidentified
OTU469	23	0	0	0	0	0	0	0	0	0	0	0	90%|Entrophospora_sp|SH197095.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Diversisporales;f_Acaulosporaceae;g_Entrophospora
OTU470	0	2	0	0	0	0	16	0	1	8	0	0	43%|Microascales_sp|SH219383.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Microascales;f_Microascales_unidentified;g_Microascales_unidentified_1
OTU471	9	2	0	1	0	0	1	4	3	0	0	2	22%|Retroconis_fusiformis|SH234970.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Retroconis
OTU472	0	0	0	14	0	0	0	0	0	0	0	21	23%|Sebacinales_sp|SH203752.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinales_unidentified;g_Sebacinales_unidentified_1
OTU473	0	0	0	0	0	0	6	11	5	0	0	0	88%|Rhizophlyctis_rosea|SH220578.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycetes;o_Rhizophlyctidales;f_Rhizophlyctidaceae;g_Rhizophlyctis
OTU474	0	0	0	0	21	0	0	0	0	5	0	0	61%|Aspergillus_penicillioides|SH213198.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Aspergillus
OTU475	0	0	0	0	22	0	0	0	0	0	0	0	87%|Scytalidium_sp|SH228825.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Incertae_sedis_2;g_Scytalidium
OTU476	12	5	6	0	0	0	0	0	0	0	0	0	31%|Fungi_sp|SH235187.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU477	0	0	22	0	0	0	0	0	0	0	0	0	2%|Naumovozyma_sp_QMW_2012|SH236489.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Naumovozyma
OTU478	0	0	0	0	0	21	0	0	0	0	0	0	76%|Russula_sp|SH208027.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Russulales;f_Russulaceae;g_Russula
OTU479	6	16	7	0	0	0	1	0	0	0	0	1	6%|Funneliformis_sp|SH219052.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales;f_Glomeraceae;g_Funneliformis
OTU480	0	0	0	14	0	0	0	0	0	0	7	0	100%|Cryptococcus_sp_TC2_092|SH226567.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Cryptococcus_1
OTU481	0	0	0	0	0	27	0	0	0	0	0	0	4%|Derxomyces_wuzhishanensis|SH197673.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Derxomyces
OTU482	0	4	0	0	0	0	5	8	3	0	6	12	94%|Mortierella_ambigua|SH232483.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Mortierellales;f_Mortierellaceae;g_Mortierella
OTU483	0	0	0	0	11	9	0	0	0	0	0	0	2%|Derxomyces_wuzhishanensis|SH197673.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Incertae_sedis_12;g_Derxomyces
OTU484	0	0	0	0	0	30	0	0	0	0	0	0	16%|Pyrigemmula_aurantiaca|SH198306.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pyrigemmula
OTU485	0	0	0	20	0	0	0	0	0	0	0	0	78%|Lasiosphaeriaceae_sp|SH223698.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Lasiosphaeriaceae;g_Lasiosphaeriaceae_unidentified
OTU486	0	0	0	0	0	24	0	0	0	0	0	0	100%|Lecanicillium_sp|SH196298.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Cordycipitaceae;g_Lecanicillium
OTU487	0	0	0	0	0	0	0	0	0	0	0	20	17%|Scytalidium_lignicola|SH209210.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Incertae_sedis_2;g_Scytalidium
OTU488	0	0	0	1	0	20	0	0	0	0	0	0	21%|Teratosphaeria_toledana|SH223525.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Teratosphaeriaceae;g_Teratosphaeria
OTU489	11	0	4	0	0	0	12	6	1	0	14	0	100%|Sordariales_sp|SH234941.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Sordariales_unidentified;g_Sordariales_unidentified_1
OTU490	4	4	16	0	0	0	0	4	0	0	0	1	1%|Pulchromyces_fimicola|SH227367.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pulchromyces
OTU491	0	5	16	0	0	0	0	0	0	0	0	0	100%|Microascaceae_sp|SH224280.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Microascales;f_Microascaceae;g_Microascaceae_unidentified
OTU492	20	0	0	0	0	0	0	0	0	0	0	0	8%|Hortaea_sp|SH238974.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Capnodiales;f_Teratosphaeriaceae;g_Hortaea
OTU493	7	0	0	0	0	14	0	0	0	0	0	0	100%|Gymnoascaceae_sp|SH214925.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Onygenales;f_Gymnoascaceae;g_Gymnoascaceae_unidentified
OTU494	0	0	0	0	0	0	11	10	12	0	0	0	5%|Tothia_fuscella|SH195931.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Microthyriales;f_Microthyriaceae;g_Tothia
OTU495	0	0	0	0	0	20	0	0	0	0	0	0	29%|Hypocreales_sp|SH230369.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Hypocreales_unidentified;g_Hypocreales_unidentified_1
OTU496	0	0	0	0	0	0	0	0	0	19	0	0	98%|Trametes_hirsuta|SH236971.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Polyporaceae;g_Trametes
OTU497	10	0	11	0	0	0	0	0	0	0	0	0	98%|Madurella_pseudomycetomatis|SH234952.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Incertae_sedis_23;g_Madurella
OTU498	0	0	0	0	0	0	0	0	0	20	0	0	1%|Eurotiales_sp|SH213221.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Eurotiales_unidentified;g_Eurotiales_unidentified_1
OTU499	0	0	0	0	0	0	0	0	0	22	0	0	96%|Trichosporon_cutaneum|SH218732.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Trichosporonales;f_Trichosporonaceae;g_Trichosporon
OTU500	0	0	19	0	0	0	0	0	0	0	0	0	22%|Ramicandelaber_sp_HMH_2010b|SH237553.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU501	0	0	0	0	19	0	0	0	0	0	0	0	8%|Stagonospora_sp_4/99_1|SH212903.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Phaeosphaeriaceae;g_Stagonospora
OTU502	0	0	0	0	0	0	19	0	0	0	0	0	6%|Archaeosporaceae_sp|SH230964.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Archaeosporales;f_Archaeosporaceae;g_Archaeosporaceae_unidentified
OTU503	0	0	0	21	0	0	0	0	0	0	0	0	100%|Arthrodermataceae_sp|SH212452.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Onygenales;f_Arthrodermataceae;g_Arthrodermataceae_unidentified
OTU504	0	0	0	0	0	0	0	0	0	0	35	0	98%|Helotiales_sp|SH228822.06FUk_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiales_unidentified;g_Helotiales_unidentified_1
OTU505	0	2	0	1	3	0	8	9	5	0	8	0	39%|Mortierella_sp|SH214830.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Mortierellales;f_Mortierellaceae;g_Mortierella
OTU506	0	0	0	0	0	0	0	0	0	0	17	4	20%|Sordariomycetes_sp|SH234975.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariomycetes_unidentified;f_Sordariomycetes_unidentified_1;g_Sordariomycetes_unidentified_1
OTU507	0	0	0	18	0	0	0	0	0	0	0	0	41%|Fungi_sp|SH195212.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU508	0	0	0	0	0	19	0	0	0	0	0	0	38%|Phoma_brasiliensis|SH202145.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Incertae_sedis_13;g_Phoma
OTU509	0	2	0	0	0	0	2	6	10	0	0	0	57%|Chaetothyriales_sp|SH232791.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Chaetothyriales_unidentified;g_Chaetothyriales_unidentified_1
OTU510	0	7	0	0	0	0	0	0	0	19	0	0	100%|Phialosimplex_caninus|SH235823.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Phialosimplex
OTU511	0	0	0	0	0	0	0	0	0	0	0	35	10%|Gymnopus_alkalivirens|SH238302.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Marasmiaceae;g_Gymnopus
OTU512	21	0	0	0	0	0	0	0	0	0	0	0	2%|Glomeraceae_sp|SH228101.06FUk_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales;f_Glomeraceae;g_Glomeraceae_unidentified
OTU513	0	0	0	0	0	0	0	0	0	0	20	0	11%|Kendrickiella_phycomyces|SH223355.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Incertae_sedis_27;g_Kendrickiella
OTU514	0	0	22	0	0	0	0	0	0	0	0	0	9%|Aspicilia_sp|SH238581.06FUk_Fungi;p_Ascomycota;c_Lecanoromycetes;o_Pertusariales;f_Megasporaceae;g_Aspicilia
OTU515	0	0	0	0	0	0	0	0	0	19	0	0	67%|Ophiocordyceps_acicularis|SH227647.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Ophiocordycipitaceae;g_Ophiocordyceps
OTU516	0	0	0	0	0	0	0	0	0	0	0	19	16%|Fungi_sp|SH195144.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU517	4	0	3	0	0	0	2	0	0	0	0	10	13%|Tulostoma_sp_KH_2011b|SH194067.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Agaricaceae;g_Tulostoma
OTU518	0	1	9	0	0	0	1	7	1	0	1	0	1%|Sebacinaceae_sp|SH231697.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinaceae;g_Sebacinaceae_unidentified
OTU519	0	0	0	0	0	0	20	0	0	0	0	0	7%|Gymnopus_alkalivirens|SH238302.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Marasmiaceae;g_Gymnopus
OTU520	0	0	0	0	0	0	11	0	8	0	0	0	3%|Thelephoraceae_sp|SH199078.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Thelephorales;f_Thelephoraceae;g_Thelephoraceae_unidentified
OTU521	19	0	0	0	0	0	0	0	0	0	0	0	5%|Paecilomyces_marquandii|SH235961.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Paecilomyces
OTU522	0	0	1	0	0	0	0	5	1	0	11	5	54%|Pseudozyma_churashimaensis|SH237190.06FUk_Fungi;p_Basidiomycota;c_Ustilaginomycetes;o_Ustilaginales;f_Ustilaginaceae;g_Pseudozyma
OTU523	0	0	0	0	0	0	6	13	0	0	0	0	20%|Ramicandelaber_sp_HMH_2010b|SH237553.06FUk_Fungi;p_Zygomycota;c_Incertae_sedis_10;o_Kickxellales;f_Kickxellaceae;g_Ramicandelaber
OTU524	1	5	4	0	0	0	2	16	2	0	0	0	5%|Phellodon_niger|SH193584.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Thelephorales;f_Bankeraceae;g_Phellodon
OTU525	0	0	0	19	0	0	0	0	0	0	0	0	61%|Sebacinaceae_sp|SH215888.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinaceae;g_Sebacinaceae_unidentified
OTU526	0	0	0	18	0	0	0	0	0	0	0	0	41%|Botryosphaeriales_sp|SH238737.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Botryosphaeriales;f_Botryosphaeriales_unidentified;g_Botryosphaeriales_unidentified_1
OTU527	0	0	0	0	0	0	0	0	0	0	0	18	26%|Phoma_sp_E_000535710|SH202162.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Incertae_sedis_13;g_Phoma
OTU528	21	0	11	0	0	0	0	0	0	0	0	0	10%|Chytridiomycota_sp|SH234055.06FUk_Fungi;p_Chytridiomycota;c_Chytridiomycota_unidentified;o_Chytridiomycota_unidentified_1;f_Chytridiomycota_unidentified_1;g_Chytridiomycota_unidentified_1_1
OTU529	1	0	0	0	0	16	0	0	0	0	0	0	97%|Leucosporidiella_creatinivora|SH212307.06FUk_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Leucosporidiales;f_Leucosporidiaceae;g_Leucosporidiella
OTU530	0	0	0	0	0	0	0	0	0	0	34	0	100%|Fusarium_sp_419|SH217345.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae;g_Fusarium
OTU531	0	0	0	0	0	18	0	0	0	0	0	0	97%|Eurotiales_sp|SH213221.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Eurotiales_unidentified;g_Eurotiales_unidentified_1
OTU532	0	1	12	0	0	0	0	6	0	0	0	1	5%|Pulchromyces_fimicola|SH227367.06FUk_Fungi;p_Ascomycota;c_Incertae_sedis_14;o_Incertae_sedis_15;f_Incertae_sedis_16;g_Pulchromyces
OTU533	0	0	0	18	0	0	0	0	0	0	0	0	26%|Trichocomaceae_sp|SH190494.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Trichocomaceae_unidentified
OTU534	0	0	0	17	0	0	0	0	0	0	0	0	12%|Tremellales_sp|SH229402.06FUk_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Tremellales_unidentified;g_Tremellales_unidentified_1
OTU535	0	0	0	0	0	0	0	0	0	0	8	11	10%|Fungi_sp|SH235187.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU536	5	0	12	0	0	0	1	0	0	0	0	0	68%|Microascaceae_sp|SH224280.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Microascales;f_Microascaceae;g_Microascaceae_unidentified
OTU537	0	0	0	0	0	13	0	6	0	0	0	0	47%|Ascomycota_sp|SH212035.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU538	4	4	1	0	0	0	1	3	0	2	0	12	75%|Sordariaceae_sp|SH213057.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Sordariaceae;g_Sordariaceae_unidentified
OTU539	0	0	6	0	0	0	2	2	10	0	0	0	52%|Ascomycota_sp|SH233666.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU540	0	0	0	5	0	0	0	0	0	8	3	18	97%|Diaporthe_caulivora|SH194728.06FUk_Fungi;p_Ascomycota;c_Sordariomycetes;o_Diaporthales;f_Diaporthaceae;g_Diaporthe
OTU541	0	0	18	0	0	0	0	0	0	0	0	0	5%|Zygosaccharomyces_mellis|SH237129.06FUk_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Zygosaccharomyces
OTU542	0	0	0	0	0	11	0	0	0	16	0	0	7%|Phymatotrichopsis_omnivora|SH207548.06FUk_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Rhizinaceae;g_Phymatotrichopsis
OTU543	0	0	0	17	0	0	0	0	0	0	0	0	9%|Sebacina_sp|SH231716.06FUk_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Sebacinaceae;g_Sebacina
OTU544	0	0	0	17	0	0	0	0	0	0	0	0	92%|Dothideomycetes_sp|SH207408.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Dothideomycetes_unidentified;f_Dothideomycetes_unidentified_1;g_Dothideomycetes_unidentified_1
OTU545	0	12	6	0	0	0	4	0	0	0	0	0	95%|Talaromyces_helicus_var._helicus|SH225849.06FUk_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Eurotiales;f_Trichocomaceae;g_Talaromyces
OTU546	0	0	27	0	0	0	0	0	0	0	0	0	14%|Fungi_sp|SH234355.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
OTU547	20	11	2	0	0	0	0	0	0	0	0	11	67%|Cephaliophora_tropica|SH235313.06FUk_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Incertae_sedis_32;g_Cephaliophora
OTU548	0	0	0	0	0	19	0	0	0	0	0	0	9%|Archaeorhizomyces_sp|SH240529.06FUk_Fungi;p_Ascomycota;c_Archaeorhizomycetes;o_Archaeorhizomycetales;f_Archaeorhizomycetaceae;g_Archaeorhizomyces
OTU549	0	1	0	0	0	0	15	12	7	0	0	0	60%|Ascomycota_sp|SH221641.06FUk_Fungi;p_Ascomycota;c_Ascomycota_unidentified;o_Ascomycota_unidentified_1;f_Ascomycota_unidentified_1;g_Ascomycota_unidentified_1_1
OTU550	16	0	0	0	0	0	0	0	0	0	0	0	3%|Fusicladium_africanum|SH232276.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Venturiaceae_1;g_Fusicladium
OTU551	0	0	0	21	0	0	1	0	0	0	0	0	58%|Stagonosporopsis_tanaceti|SH202147.06FUk_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Incertae_sedis_13;g_Stagonosporopsis
OTU552	18	0	0	0	0	0	0	0	0	0	0	0	29%|Fungi_sp|SH197107.06FUk_Fungi;p_Fungi_unidentified;c_Fungi_unidentified_1;o_Fungi_unidentified_1;f_Fungi_unidentified_1_1;g_Fungi_unidentified_1_1
